id,departamento,salario,idade
5039,RH,7842.3,63
5040,Engenharia,6270.6,62
5041,Engenharia,4125.61,61
5042,Marketing,4257.49,61
5043,Marketing,10645.37,48
5044,Diretoria,13085.29,30
5045,TI,7893.37,53
5046,RH,5613.15,42
5047,Vendas,13951.7,23
5048,Engenharia,11246.56,55
5049,TI,14591.62,55
5050,TI,6047.8,26
5051,Vendas,5643.3,21
5052,RH,7823.92,56
5053,Marketing,14356.31,22
5054,Engenharia,9435.05,51
5055,Diretoria,10064.65,27
5056,Marketing,14462.8,63
5057,Vendas,3563.11,47
5058,Marketing,6438.1,33
5059,TI,14893.1,54
5060,Vendas,5138.58,22
5061,Vendas,14265.8,55
5062,Marketing,3957.09,55
5063,Engenharia,7641.69,56
5064,Marketing,9497.41,29
5065,TI,5190.9,49
5066,TI,8626.58,21
5067,TI,5321.92,38
5068,Diretoria,13583.28,49
5069,Engenharia,3098.92,37
5070,Diretoria,6504.92,35
5071,Marketing,7506.17,53
5072,Marketing,12550.04,41
5073,Diretoria,11691.71,42
5074,Vendas,5299.01,40
5075,Engenharia,4428.68,33
5076,Marketing,4190.42,23
5077,RH,12878.26,56
5078,Diretoria,9038.53,54
5079,Vendas,6049.09,23
5080,Engenharia,6016.48,39
5081,Engenharia,14786.46,52
5082,Diretoria,7118.07,30
5083,RH,8041.88,23
5084,Diretoria,13966.12,36
5085,RH,11807.02,58
5086,Marketing,5621.64,55
5087,Vendas,7852.21,39
5088,Diretoria,8612.13,20
5089,Vendas,14234.8,56
5090,Diretoria,6889.54,20
5091,Engenharia,12991.74,42
5092,Vendas,4692.8,38
5093,Vendas,9070.83,54
5094,Vendas,3923.98,35
5095,Marketing,12436.57,35
5096,Vendas,5016.79,50
5097,Engenharia,6604.26,46
5098,Diretoria,9659.91,28
5099,Vendas,12481.69,51
5100,Vendas,5353.56,25
5101,Marketing,5567.74,44
5102,TI,5019.99,36
5103,Marketing,3555.71,51
5104,TI,12010.35,36
5105,Diretoria,14528.69,39
5106,RH,5828.11,44
5107,Diretoria,5178.33,33
5108,Vendas,14053.39,25
5109,Diretoria,11794.65,35
5110,Marketing,10039.48,61
5111,Diretoria,8119.05,28
5112,Diretoria,5658.03,49
5113,Vendas,5766.6,30
5114,Marketing,5262.29,39
5115,TI,4099.85,28
5116,Marketing,4586.49,35
5117,Diretoria,3345.78,31
5118,Marketing,6449.64,23
5119,Diretoria,5121.02,52
5120,Diretoria,9632.05,50
5121,TI,11255.42,54
5122,Marketing,10251.34,43
5123,TI,7976.49,42
5124,TI,6119.48,57
5125,Vendas,3085.91,61
5126,TI,8134.8,22
5127,Diretoria,5381.36,48
5128,Engenharia,3743.64,28
5129,Diretoria,7488.03,40
5130,Vendas,5962.77,34
5131,Diretoria,9111.67,51
5132,Diretoria,13234.35,24
5133,TI,13882.04,45
5134,Vendas,13936.13,53
5135,TI,10341.21,65
5136,TI,13507.19,42
5137,Marketing,10974.85,59
5138,TI,9464.4,54
5139,Diretoria,8498.79,26
5140,Marketing,4688.31,51
5141,Diretoria,4036.98,40
5142,RH,3778.06,47
5143,Vendas,6362.78,55
5144,Engenharia,14971.3,47
5145,Vendas,5095.76,40
5146,RH,11653.28,59
5147,TI,6313.27,36
5148,Diretoria,7938.37,31
5149,Diretoria,4058.42,23
5150,Marketing,6520.94,28
5151,RH,8419.26,22
5152,RH,13939.05,22
5153,Marketing,4846.89,45
5154,Vendas,12680.41,30
5155,Marketing,3236.0,50
5156,RH,8753.46,38
5157,Engenharia,13932.56,60
5158,RH,14590.52,25
5159,Diretoria,11679.6,62
5160,Diretoria,13564.6,49
5161,Vendas,4965.31,47
5162,Marketing,10408.73,31
5163,Marketing,7981.68,44
5164,Diretoria,10423.88,26
5165,Marketing,5262.08,64
5166,Diretoria,11852.1,43
5167,Marketing,3076.16,26
5168,TI,12421.87,20
5169,Engenharia,12769.25,23
5170,RH,12362.9,64
5171,Vendas,13329.01,39
5172,Marketing,8977.78,29
5173,Diretoria,13980.41,46
5174,RH,5116.46,49
5175,RH,10206.47,57
5176,TI,7852.46,24
5177,TI,3304.41,29
5178,TI,14631.9,25
5179,Marketing,14312.51,61
5180,Vendas,10009.94,55
5181,TI,7075.39,30
5182,RH,13990.92,26
5183,Vendas,10669.65,30
5184,Marketing,14090.84,33
5185,RH,6296.6,55
5186,TI,4339.45,32
5187,Engenharia,11865.56,40
5188,Diretoria,13187.65,47
5189,Marketing,10960.76,28
5190,Engenharia,6108.05,38
5191,Vendas,9466.08,59
5192,RH,9264.25,51
5193,Marketing,3104.79,36
5194,Diretoria,5267.02,20
5195,TI,6915.73,39
5196,Engenharia,12965.66,23
5197,TI,5290.63,35
5198,Vendas,11046.87,58
5199,RH,10029.22,57
5200,RH,5723.57,33
5201,Vendas,6636.26,45
5202,TI,6634.16,37
5203,Engenharia,14362.02,33
5204,Diretoria,14361.21,47
5205,Vendas,4302.1,61
5206,Engenharia,6964.52,20
5207,RH,3378.16,59
5208,Engenharia,12556.88,58
5209,Vendas,6446.38,28
5210,TI,13619.36,61
5211,Vendas,10538.31,26
5212,RH,5839.7,65
5213,Engenharia,6663.85,37
5214,TI,7990.17,61
5215,TI,6380.72,39
5216,Marketing,13519.24,52
5217,Vendas,7281.23,50
5218,Diretoria,5517.38,64
5219,Engenharia,10001.56,40
5220,Engenharia,6209.66,60
5221,Vendas,11519.16,37
5222,TI,3284.67,65
5223,Diretoria,12828.17,23
5224,TI,9229.73,42
5225,Engenharia,8557.04,36
5226,RH,14014.04,29
5227,Diretoria,11322.12,56
5228,Engenharia,11967.83,50
5229,Diretoria,13262.09,25
5230,Engenharia,8720.45,24
5231,TI,8624.35,39
5232,Vendas,10863.9,51
5233,Marketing,13279.82,28
5234,Marketing,12105.13,45
5235,RH,5114.15,36
5236,Engenharia,6005.72,45
5237,Diretoria,14483.45,54
5238,Engenharia,5481.76,32
5239,RH,6633.86,49
5240,Vendas,8508.71,39
5241,Diretoria,7827.01,58
5242,TI,9204.72,26
5243,RH,11130.49,60
5244,Diretoria,3489.73,62
5245,Engenharia,11480.53,39
5246,Vendas,3322.0,62
5247,Marketing,12113.66,21
5248,Marketing,9955.62,35
5249,RH,5697.65,33
5250,Vendas,3081.82,31
5251,Marketing,14489.53,20
5252,Engenharia,4934.63,53
5253,RH,14165.63,26
5254,Diretoria,7777.52,53
5255,Marketing,5632.17,39
5256,Diretoria,10573.17,41
5257,Vendas,5934.76,62
5258,Engenharia,9730.01,31
5259,Marketing,10275.24,31
5260,TI,6724.9,28
5261,TI,13733.36,62
5262,RH,10604.68,63
5263,Marketing,11506.87,62
5264,Engenharia,14143.64,57
5265,TI,10002.05,59
5266,Diretoria,11077.11,47
5267,Engenharia,13808.85,61
5268,TI,9452.43,43
5269,Diretoria,10639.89,24
5270,TI,13102.76,61
5271,TI,8136.06,63
5272,Vendas,5666.2,63
5273,Vendas,7922.57,22
5274,Marketing,12655.21,44
5275,Marketing,4900.21,57
5276,Marketing,7828.28,54
5277,Marketing,6590.02,33
5278,Vendas,5201.57,28
5279,RH,4852.9,22
5280,RH,11375.06,36
5281,Engenharia,8273.25,35
5282,Diretoria,13264.42,25
5283,Vendas,5637.09,40
5284,Marketing,7123.07,43
5285,RH,14768.1,25
5286,RH,5102.67,21
5287,Diretoria,8298.58,60
5288,Marketing,7134.13,51
5289,TI,7374.06,37
5290,Vendas,14257.12,29
5291,Vendas,4213.94,49
5292,Engenharia,6370.09,44
5293,Marketing,14167.39,35
5294,Diretoria,5284.11,64
5295,RH,14204.57,64
5296,TI,11746.67,60
5297,Vendas,13496.11,57
5298,RH,9837.27,52
5299,Vendas,7909.1,50
5300,Diretoria,8255.62,43
5301,Marketing,4476.72,32
5302,Diretoria,11485.61,59
5303,Marketing,12987.26,54
5304,Diretoria,10943.69,49
5305,TI,12194.76,43
5306,Marketing,3321.97,25
5307,Engenharia,13259.81,35
5308,RH,8390.05,35
5309,Vendas,9327.04,50
5310,Marketing,11478.25,62
5311,Vendas,6421.11,37
5312,Marketing,14895.9,34
5313,Diretoria,14160.78,58
5314,Diretoria,10079.36,43
5315,TI,6052.55,56
5316,Engenharia,11618.08,57
5317,RH,12007.72,33
5318,Marketing,6160.27,39
5319,TI,9700.58,56
5320,Engenharia,12055.01,22
5321,Marketing,6402.69,59
5322,Diretoria,10293.38,54
5323,TI,13895.86,56
5324,Vendas,4186.04,29
5325,Vendas,6089.01,39
5326,Diretoria,14417.27,30
5327,Diretoria,10580.91,62
5328,RH,11634.68,22
5329,TI,6392.06,34
5330,Diretoria,11591.66,20
5331,Diretoria,8749.43,51
5332,TI,11772.04,36
5333,RH,5037.5,51
5334,Diretoria,7749.95,63
5335,Diretoria,14178.77,62
5336,Diretoria,4133.1,56
5337,Diretoria,13061.65,32
5338,Vendas,8362.15,38
5339,Diretoria,8833.58,65
5340,Marketing,5179.28,41
5341,Diretoria,11697.0,38
5342,Engenharia,8484.77,56
5343,Marketing,14962.75,48
5344,RH,12821.77,41
5345,TI,9328.81,27
5346,RH,11005.67,58
5347,TI,7876.0,50
5348,RH,3055.54,57
5349,Marketing,13097.39,52
5350,Marketing,6942.76,34
5351,Marketing,4502.2,58
5352,RH,8204.0,43
5353,Vendas,4751.67,62
5354,Diretoria,8715.25,23
5355,Diretoria,7140.43,24
5356,Vendas,12863.54,34
5357,Vendas,10336.7,63
5358,Marketing,11854.3,34
5359,Engenharia,4808.86,41
5360,Diretoria,5894.48,53
5361,Diretoria,5005.44,22
5362,Engenharia,14646.27,20
5363,TI,10297.39,54
5364,RH,14102.17,59
5365,Engenharia,8001.34,41
5366,Engenharia,6747.18,59
5367,TI,8882.61,29
5368,Diretoria,14360.21,59
5369,Marketing,11592.37,34
5370,Engenharia,10370.79,53
5371,RH,11308.1,30
5372,TI,4264.02,65
5373,TI,3831.28,25
5374,Marketing,14964.66,31
5375,Engenharia,14553.3,63
5376,TI,13830.09,61
5377,RH,3155.6,33
5378,TI,6964.21,33
5379,Engenharia,8101.99,43
5380,Marketing,12623.93,50
5381,RH,9322.68,42
5382,Engenharia,12408.86,53
5383,Engenharia,14199.22,44
5384,RH,11350.18,60
5385,Engenharia,8985.22,50
5386,Diretoria,9325.91,34
5387,Vendas,11263.57,60
5388,Vendas,12397.69,41
5389,Marketing,9333.56,37
5390,RH,5959.4,43
5391,TI,4727.2,20
5392,Vendas,4700.64,45
5393,Marketing,4741.96,33
5394,Vendas,10488.02,59
5395,Diretoria,14659.0,27
5396,RH,13133.03,56
5397,Engenharia,5433.81,27
5398,RH,8813.29,40
5399,Diretoria,11318.36,23
5400,RH,10592.87,37
5401,Engenharia,5779.55,62
5402,RH,5972.52,32
5403,Vendas,12724.21,54
5404,Engenharia,11937.58,43
5405,Marketing,6114.04,55
5406,Diretoria,7307.34,60
5407,Engenharia,3691.21,23
5408,Engenharia,8819.3,58
5409,Marketing,7610.29,26
5410,RH,6661.6,35
5411,RH,9867.78,32
5412,Marketing,8116.7,21
5413,Engenharia,12537.12,32
5414,Vendas,10297.8,24
5415,TI,9170.63,52
5416,Diretoria,5766.47,65
5417,Vendas,10346.25,33
5418,Vendas,11277.81,61
5419,Vendas,7611.66,48
5420,TI,8455.74,49
5421,RH,3041.9,64
5422,RH,5781.78,49
5423,Marketing,4576.39,22
5424,Diretoria,8014.27,22
5425,TI,10568.11,46
5426,TI,11043.0,54
5427,Engenharia,7651.83,63
5428,Engenharia,11449.6,55
5429,Diretoria,4350.77,34
5430,Diretoria,6435.45,54
5431,Marketing,10795.48,28
5432,Engenharia,6325.03,57
5433,RH,12042.4,43
5434,Diretoria,14237.7,33
5435,Vendas,12588.52,51
5436,Marketing,8206.77,30
5437,Engenharia,13807.21,45
5438,Diretoria,9784.18,36
5439,Marketing,14647.21,21
5440,Vendas,9524.63,58
5441,Engenharia,4783.62,21
5442,Engenharia,7512.44,22
5443,TI,7728.12,46
5444,Diretoria,12812.75,33
5445,Engenharia,9636.84,41
5446,Engenharia,11190.56,51
5447,TI,8970.56,26
5448,Marketing,3166.67,36
5449,TI,12158.07,52
5450,RH,8828.43,44
5451,Marketing,14113.82,25
5452,Diretoria,14608.93,46
5453,TI,10773.09,49
5454,TI,9046.0,28
5455,Vendas,14335.55,65
5456,TI,8925.55,27
5457,RH,7833.77,38
5458,RH,8745.53,35
5459,Engenharia,13375.01,34
5460,RH,14038.47,56
5461,Marketing,3373.81,60
5462,Vendas,11305.08,26
5463,TI,14333.92,22
5464,RH,7137.84,22
5465,Diretoria,6656.14,28
5466,Vendas,6698.93,52
5467,Diretoria,8542.59,21
5468,Engenharia,7398.07,33
5469,Vendas,8807.09,36
5470,RH,10738.43,53
5471,Marketing,11928.72,23
5472,TI,14700.0,55
5473,Vendas,11214.69,38
5474,Diretoria,9963.05,36
5475,TI,9249.15,44
5476,Engenharia,10146.63,50
5477,Diretoria,12213.59,60
5478,RH,9182.3,43
5479,Diretoria,9919.15,38
5480,TI,7801.42,64
5481,Diretoria,6261.17,40
5482,Vendas,3241.97,44
5483,Engenharia,6187.78,46
5484,Vendas,11701.01,61
5485,Marketing,12869.96,20
5486,Vendas,10281.48,59
5487,Diretoria,5747.45,47
5488,Vendas,13781.13,51
5489,Engenharia,4242.73,53
5490,Marketing,11762.73,56
5491,TI,10052.01,54
5492,TI,8621.7,54
5493,Engenharia,14330.84,41
5494,RH,5751.35,60
5495,RH,14593.76,44
5496,Vendas,10603.12,48
5497,Vendas,12489.36,61
5498,TI,5343.37,53
5499,Engenharia,13779.29,62
5500,TI,8415.24,28
5501,Engenharia,9452.75,33
5502,Engenharia,7987.81,34
5503,Vendas,7729.21,62
5504,TI,5744.34,43
5505,Diretoria,8070.11,43
5506,Engenharia,6339.15,44
5507,Marketing,5010.42,35
5508,TI,4450.54,43
5509,Marketing,5809.6,65
5510,Marketing,6303.89,56
5511,Engenharia,6827.98,34
5512,Engenharia,11994.01,50
5513,Engenharia,9167.41,38
5514,Diretoria,4162.58,61
5515,Vendas,14851.65,25
5516,TI,13575.42,51
5517,TI,12744.51,27
5518,Engenharia,13747.54,53
5519,Diretoria,7918.91,39
5520,Engenharia,8104.55,56
5521,Vendas,7837.89,65
5522,TI,4529.14,28
5523,TI,3609.82,28
5524,Diretoria,11131.78,30
5525,TI,11372.18,64
5526,Engenharia,13970.33,44
5527,Marketing,10424.32,52
5528,Engenharia,9981.66,41
5529,Vendas,12296.46,52
5530,Diretoria,4866.52,39
5531,Diretoria,9256.3,49
5532,Vendas,3822.18,46
5533,TI,4343.83,55
5534,Marketing,12588.53,35
5535,Vendas,13326.04,27
5536,Diretoria,4031.57,65
5537,Diretoria,13360.95,45
5538,Diretoria,3642.35,53
5539,Marketing,13021.74,29
5540,RH,6227.94,49
5541,Diretoria,7765.42,25
5542,Diretoria,4083.16,48
5543,Marketing,6340.85,57
5544,TI,4804.86,20
5545,Marketing,10676.97,44
5546,Marketing,12611.11,46
5547,TI,12809.57,59
5548,TI,7537.24,31
5549,TI,6308.67,29
5550,Diretoria,13151.44,48
5551,Vendas,6651.31,27
5552,Diretoria,9789.69,44
5553,Vendas,12576.66,53
5554,RH,14271.51,59
5555,Vendas,3711.52,53
5556,RH,8984.24,46
5557,Marketing,5631.76,58
5558,Diretoria,3800.91,50
5559,RH,14658.47,63
5560,Engenharia,3107.53,56
5561,TI,6174.85,40
5562,Engenharia,7367.29,55
5563,TI,8630.38,42
5564,Vendas,12692.01,41
5565,TI,7003.82,24
5566,Engenharia,4507.52,45
5567,RH,11506.32,45
5568,Vendas,13796.93,49
5569,Marketing,6116.98,21
5570,Engenharia,8664.53,40
5571,Vendas,11614.2,41
5572,TI,10153.87,57
5573,Marketing,9982.99,53
5574,Diretoria,9684.56,41
5575,Engenharia,9726.12,40
5576,Marketing,8338.68,33
5577,TI,5447.08,58
5578,TI,4186.45,39
5579,Vendas,5710.73,60
5580,Engenharia,5595.14,63
5581,TI,11333.13,45
5582,Diretoria,9717.42,25
5583,Marketing,12222.42,44
5584,Diretoria,10425.41,58
5585,Vendas,12195.15,54
5586,Marketing,12945.51,49
5587,Engenharia,13617.53,50
5588,Diretoria,10504.95,52
5589,Diretoria,7550.59,24
5590,TI,6523.76,36
5591,Engenharia,4839.62,53
5592,TI,3590.45,52
5593,RH,12987.28,27
5594,Vendas,7217.3,48
5595,Vendas,5292.34,60
5596,Diretoria,11455.19,63
5597,Marketing,8403.28,63
5598,Vendas,13290.88,30
5599,Engenharia,12728.39,37
5600,Engenharia,6669.55,35
5601,Marketing,11596.75,61
5602,Marketing,12485.72,48
5603,Vendas,10590.3,54
5604,Vendas,7847.84,47
5605,TI,3076.45,56
5606,Marketing,12152.12,39
5607,Marketing,7066.09,64
5608,Marketing,12523.38,37
5609,Marketing,3050.42,42
5610,RH,14824.73,64
5611,Vendas,10239.67,41
5612,Engenharia,4224.46,34
5613,Diretoria,10839.82,62
5614,Engenharia,9942.78,51
5615,RH,13168.61,26
5616,Diretoria,11918.47,36
5617,Engenharia,12605.6,46
5618,TI,3241.69,45
5619,Marketing,14508.82,35
5620,TI,13729.64,22
5621,Vendas,10597.46,50
5622,RH,8263.69,34
5623,Engenharia,5010.33,65
5624,Vendas,12068.98,35
5625,TI,5262.97,64
5626,TI,12021.26,27
5627,Diretoria,8621.74,50
5628,Engenharia,12928.81,62
5629,Vendas,10525.04,20
5630,RH,13827.59,51
5631,Vendas,7346.08,63
5632,Marketing,12691.29,44
5633,TI,5129.15,49
5634,Marketing,10819.5,30
5635,Engenharia,7477.22,56
5636,Vendas,13441.07,65
5637,Vendas,5574.07,25
5638,RH,5874.79,23
5639,Marketing,7564.78,45
5640,Marketing,12437.35,31
5641,RH,13191.08,33
5642,Marketing,14947.1,25
5643,RH,11703.01,65
5644,Diretoria,11509.06,65
5645,Diretoria,7030.34,27
5646,RH,11190.78,20
5647,Vendas,6335.5,38
5648,Diretoria,5224.25,37
5649,TI,6241.98,23
5650,Diretoria,14514.29,64
5651,Engenharia,6180.76,56
5652,Diretoria,13063.82,35
5653,Vendas,11706.75,42
5654,Marketing,5879.11,56
5655,Marketing,5374.09,32
5656,Marketing,8332.27,25
5657,Marketing,14114.16,63
5658,Vendas,10607.21,41
5659,TI,11266.72,52
5660,Vendas,4985.99,49
5661,Engenharia,3615.39,30
5662,Diretoria,6429.82,52
5663,Vendas,8265.25,48
5664,Diretoria,8418.37,23
5665,RH,7647.9,59
5666,TI,11975.56,53
5667,RH,11853.16,43
5668,Engenharia,12038.49,26
5669,RH,12907.42,29
5670,Engenharia,5504.27,40
5671,RH,3637.8,32
5672,Diretoria,5607.42,50
5673,TI,6034.35,65
5674,RH,11608.99,23
5675,Engenharia,10451.93,31
5676,RH,10058.59,39
5677,Engenharia,5798.7,29
5678,Marketing,7287.93,30
5679,TI,4542.67,57
5680,TI,9797.14,46
5681,RH,10602.14,38
5682,RH,10731.42,56
5683,Marketing,11533.54,61
5684,Marketing,10777.22,33
5685,Engenharia,7370.13,51
5686,Engenharia,10776.63,63
5687,Diretoria,13896.72,47
5688,Engenharia,9804.27,23
5689,Engenharia,8814.82,63
5690,Engenharia,6861.44,34
5691,RH,10190.75,47
5692,RH,3394.18,29
5693,Marketing,12200.84,44
5694,RH,5375.76,45
5695,RH,9355.13,38
5696,TI,14559.46,39
5697,TI,8922.68,58
5698,Marketing,11289.01,22
5699,Engenharia,5206.03,21
5700,Marketing,8429.56,50
5701,Vendas,5244.44,37
5702,Vendas,6948.29,50
5703,Diretoria,14823.98,34
5704,Diretoria,9537.66,44
5705,Diretoria,7141.8,61
5706,Engenharia,12426.91,47
5707,Diretoria,6379.97,58
5708,Engenharia,3902.66,26
5709,Engenharia,8794.49,41
5710,Engenharia,4099.52,23
5711,Diretoria,13086.94,47
5712,Engenharia,3678.23,41
5713,RH,13532.56,21
5714,Marketing,4234.4,34
5715,RH,13849.72,49
5716,Marketing,8936.03,28
5717,RH,12517.42,49
5718,Diretoria,14252.62,55
5719,Vendas,3880.29,64
5720,Vendas,7679.46,51
5721,RH,12528.44,63
5722,Engenharia,6717.34,57
5723,TI,7165.78,41
5724,Vendas,12680.63,50
5725,Diretoria,3794.94,56
5726,Engenharia,14506.01,39
5727,Marketing,5737.78,38
5728,Engenharia,11911.02,43
5729,Diretoria,6243.01,26
5730,Vendas,6808.95,33
5731,RH,3767.31,24
5732,RH,6370.2,34
5733,Marketing,4120.78,47
5734,RH,12055.86,27
5735,RH,6721.21,55
5736,Vendas,7837.47,52
5737,Vendas,12565.47,46
5738,Vendas,14922.02,55
5739,Diretoria,9290.37,61
5740,Diretoria,9277.74,32
5741,Marketing,9775.74,60
5742,Engenharia,11154.79,22
5743,TI,6316.45,35
5744,Vendas,11982.63,40
5745,TI,8244.97,47
5746,Marketing,4416.56,21
5747,Vendas,10079.7,56
5748,TI,8839.28,65
5749,TI,7679.68,20
5750,TI,13968.4,44
5751,Diretoria,8189.39,44
5752,Engenharia,6960.97,21
5753,Engenharia,5996.91,52
5754,TI,8138.46,56
5755,RH,11139.21,38
5756,Engenharia,6726.25,52
5757,Diretoria,3142.61,38
5758,RH,4691.42,29
5759,Vendas,8050.65,26
5760,Engenharia,12344.79,25
5761,Vendas,8953.59,37
5762,Marketing,8920.36,41
5763,Diretoria,7476.0,26
5764,Diretoria,11536.78,28
5765,Vendas,3025.93,36
5766,TI,13953.47,62
5767,Vendas,12273.64,26
5768,Engenharia,12522.31,23
5769,Marketing,6430.23,29
5770,RH,11596.0,55
5771,RH,14189.46,35
5772,TI,9915.14,51
5773,Vendas,11290.93,39
5774,Diretoria,4619.02,50
5775,Vendas,8805.89,33
5776,RH,14619.61,42
5777,Marketing,8439.13,21
5778,Vendas,6491.97,38
5779,Vendas,14191.49,56
5780,Vendas,10196.48,30
5781,Vendas,10359.54,60
5782,Marketing,13024.25,53
5783,RH,7870.53,28
5784,RH,9759.74,24
5785,Marketing,14658.26,22
5786,Vendas,13252.3,61
5787,Vendas,6847.25,37
5788,TI,9316.1,20
5789,Vendas,14731.42,43
5790,Diretoria,7332.56,64
5791,Marketing,5433.76,60
5792,Diretoria,5925.69,61
5793,Marketing,9796.85,27
5794,Marketing,4982.18,54
5795,Vendas,8051.19,49
5796,Diretoria,6644.39,59
5797,TI,10353.24,29
5798,RH,11834.58,64
5799,Vendas,6794.18,63
5800,RH,12526.88,62
5801,TI,10781.82,22
5802,TI,7096.22,32
5803,Marketing,10467.8,25
5804,Vendas,5599.78,44
5805,Engenharia,14881.55,46
5806,Marketing,3261.44,57
5807,Engenharia,8669.74,61
5808,TI,5052.63,20
5809,Marketing,12223.94,44
5810,Marketing,13246.26,32
5811,Marketing,10045.78,46
5812,Engenharia,10825.43,50
5813,TI,10725.8,49
5814,RH,9998.64,33
5815,Marketing,11378.38,26
5816,RH,10012.28,34
5817,Engenharia,6068.37,30
5818,RH,5395.79,51
5819,Marketing,3981.43,22
5820,Marketing,9203.92,35
5821,Marketing,13626.86,35
5822,Diretoria,6704.64,28
5823,Diretoria,4056.32,51
5824,Marketing,5926.09,45
5825,Engenharia,14743.27,59
5826,Vendas,8203.53,51
5827,Vendas,14525.81,44
5828,Diretoria,13418.78,62
5829,RH,5789.0,53
5830,Marketing,5587.92,21
5831,Diretoria,10674.71,25
5832,Vendas,5244.52,45
5833,Vendas,6170.73,44
5834,TI,8619.68,42
5835,Diretoria,14841.32,61
5836,RH,7748.73,31
5837,Vendas,5483.5,57
5838,Vendas,12732.16,30
5839,Engenharia,3071.69,23
5840,Marketing,4411.18,58
5841,Marketing,8986.67,29
5842,Vendas,8732.54,64
5843,RH,14077.56,62
5844,Marketing,9786.98,37
5845,Diretoria,7799.16,48
5846,Diretoria,12598.05,20
5847,Diretoria,6276.98,52
5848,Marketing,9261.56,28
5849,Diretoria,3742.0,23
5850,Engenharia,9778.19,48
5851,RH,9819.11,58
5852,Diretoria,14326.4,35
5853,Engenharia,10720.35,65
5854,RH,6632.13,31
5855,TI,14443.02,20
5856,Vendas,13208.46,24
5857,Engenharia,9536.07,35
5858,Marketing,5192.95,62
5859,Marketing,4545.3,31
5860,Engenharia,14186.66,25
5861,Vendas,5655.94,31
5862,Diretoria,6554.05,65
5863,Diretoria,10902.81,60
5864,Vendas,9426.15,61
5865,Diretoria,9363.96,55
5866,Marketing,10836.03,42
5867,Vendas,3973.27,51
5868,Diretoria,14403.65,24
5869,Diretoria,11589.49,30
5870,TI,6916.11,22
5871,Diretoria,5453.2,39
5872,Engenharia,10688.5,43
5873,TI,13221.92,47
5874,Vendas,14867.15,40
5875,Diretoria,8610.02,21
5876,Marketing,10502.74,65
5877,Marketing,13677.5,22
5878,Engenharia,13385.34,48
5879,TI,4266.31,43
5880,Diretoria,8931.2,41
5881,Diretoria,7906.73,34
5882,Engenharia,5287.31,25
5883,TI,11516.08,41
5884,Vendas,4068.23,32
5885,RH,12825.57,60
5886,Marketing,12534.94,52
5887,TI,11114.53,53
5888,Diretoria,13625.41,64
5889,Vendas,3198.38,49
5890,TI,14941.41,46
5891,Marketing,14756.31,36
5892,Engenharia,12163.3,65
5893,Vendas,12684.37,26
5894,TI,3405.91,41
5895,Marketing,13320.67,49
5896,TI,10107.64,27
5897,Marketing,10039.65,48
5898,Engenharia,12570.53,24
5899,Engenharia,10447.68,37
5900,Vendas,12968.98,21
5901,Diretoria,7191.32,48
5902,Vendas,4967.55,25
5903,Diretoria,11351.65,34
5904,TI,9430.84,59
5905,TI,8881.65,37
5906,RH,10863.61,49
5907,Diretoria,7482.65,57
5908,Vendas,14688.79,48
5909,Engenharia,5989.03,50
5910,Diretoria,8478.32,49
5911,RH,3136.98,52
5912,TI,13202.17,33
5913,Vendas,6144.14,60
5914,Engenharia,6733.94,52
5915,Vendas,9376.54,44
5916,Diretoria,10269.96,23
5917,Diretoria,7484.06,27
5918,TI,9809.79,37
5919,Diretoria,12822.48,35
5920,Engenharia,9681.52,22
5921,RH,11182.54,43
5922,Engenharia,14677.16,22
5923,RH,10218.7,59
5924,RH,14654.48,28
5925,Marketing,12173.36,40
5926,Diretoria,10037.04,24
5927,Marketing,6448.47,23
5928,Marketing,3644.22,42
5929,RH,9067.97,35
5930,Vendas,13111.82,22
5931,Marketing,6139.93,40
5932,Marketing,5672.15,61
5933,RH,14980.77,65
5934,Vendas,8003.73,35
5935,Vendas,5428.25,62
5936,Engenharia,12616.52,53
5937,Marketing,3240.24,44
5938,RH,4458.99,65
5939,RH,14951.73,55
5940,Vendas,6823.75,63
5941,Diretoria,14201.91,29
5942,Marketing,5284.84,65
5943,TI,11410.38,61
5944,Marketing,3505.7,36
5945,Engenharia,3106.59,65
5946,Diretoria,10533.43,54
5947,Diretoria,5760.16,61
5948,RH,7095.56,63
5949,Vendas,4699.14,51
5950,Marketing,6273.56,56
5951,RH,12964.67,28
5952,Diretoria,7050.46,58
5953,Engenharia,6549.11,36
5954,Diretoria,11492.59,37
5955,TI,8079.15,33
5956,Engenharia,14021.54,35
5957,Marketing,6575.37,46
5958,Diretoria,12852.98,64
5959,Diretoria,9158.42,26
5960,Engenharia,4685.78,26
5961,Vendas,13993.63,24
5962,TI,13865.42,47
5963,Engenharia,10861.09,28
5964,Marketing,8757.61,34
5965,Diretoria,13774.38,43
5966,RH,9431.31,49
5967,TI,4804.46,34
5968,Vendas,8267.9,61
5969,Marketing,11794.84,50
5970,TI,13253.22,55
5971,Diretoria,13795.64,52
5972,Vendas,3344.17,23
5973,Diretoria,6710.24,30
5974,RH,4528.34,52
5975,TI,3471.52,50
5976,RH,14595.96,41
5977,Marketing,13049.46,43
5978,Engenharia,3325.85,24
5979,Diretoria,6294.36,21
5980,RH,12815.21,59
5981,Diretoria,6920.26,32
5982,Vendas,9558.49,52
5983,TI,13654.84,47
5984,Marketing,7633.27,24
5985,Marketing,3943.21,42
5986,TI,14272.14,21
